Quaterly Data,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity,Quaterly Data,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,Selling General Administrative Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share,Quaterly Data,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid,Quaterly Data ,Current Ratio,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,Inventory Turnover Ratio,Receiveable Turnover,Days Sales In Receivables,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Book Value Per Share,Operating Cash Flow Per Share,Free Cash Flow Per Share
2018-06-30,2383.246,569.874,3324.643,422.034,,6699.797,10969.35,,364.69,7159.277,21210.2,27910.0,9141.362,9513.29,3192.415,14041.06,23182.42,0.17,-5768.831,18.545,,4727.577,27910.0,2018-06-30,6824.0,5300.0,1524.0,351.0,730.0,,1108.0,416.0,-145.0,271.0,17.0,254.0,,254.0,,311.0,-101.0631,416.0,2565.0,2670.0,0.1213,0.1167,2018-06-30,254.333,549.093,236.199,785.292,-587.491,-55.444,0.0,276.07,351.4151,1391.04,-510.525,0,-1.396,0.0,0,0.0,-48.625,-560.546,-221.311,0,-221.311,94.929,94.929,0,42.1,-84.282,739.721,205.017,0,2018-06-30,0.7329,0.668,2.4572,15.4646,-15.5261,-15.5261,,-18.2148,-17.9285,0.1434,1.0176,7.023,12.815,-15.7101,-17.0233,-2.6611,-5.2153,1.8483,-0.0501,-0.288
2018-03-31,2785.867,652.848,2565.826,379.379,,6383.92,10519.23,,407.712,7195.693,20887.51,27271.43,8650.359,8763.628,3318.786,13306.5,21956.86,0.17,-5051.292,82.921,,5314.571,27271.43,2018-03-31,4002.231,3383.301,618.9299,386.129,750.759,,1240.322,-621.3921,-107.607,-728.999,13.707,-742.706,,-742.706,,-717.539,-141.3961,-621.3921,2549.955,2549.955,-0.2813,-0.2813,2018-03-31,-742.706,520.329,259.702,780.0309,70.633,-733.475,0.0,-95.884,-166.9891,-129.664,-609.813,0,-5.604,0.0,0,0.0,-67.4,-682.817,245.5971,0,245.5971,31.053,31.053,0,121.972,398.622,-436.47,197.344,0,2018-03-31,0.738,0.6225,2.0249,13.3928,-17.513,-17.513,,-22.8536,-20.8156,0.125,1.1506,5.2214,17.2369,-14.7637,-15.9904,-2.8771,-5.5733,2.0872,-0.157,-0.4154
2017-12-31,3523.237,515.381,2263.537,268.365,,6570.52,10027.52,,421.739,7062.335,22084.85,28655.37,7674.67,9418.39,4752.192,15746.12,23420.78,0.169,-4974.299,33.348,,5234.588,28655.37,2017-12-31,3408.751,2952.225,456.5259,367.096,686.404,,1053.5,-596.9741,-182.048,-779.022,5.605,-784.627,,-784.627,,-709.551,-98.0645,-596.9741,2537.19,2537.19,-0.2793,-0.2793,2017-12-31,-784.627,455.578,256.099,711.6771,-169.142,-322.081,0.0,-152.186,-325.426,-398.376,-655.662,0,0.0,0.0,0,0.0,-72.975,-728.637,262.7139,0,262.7139,94.018,94.018,0,14.928,371.66,-745.251,141.639,0,2017-12-31,0.8561,0.6428,1.9705,13.3587,-18.1862,-18.1863,,-23.7151,-20.555,0.1148,1.2587,6.3807,14.105,-14.7333,-16.0244,-2.6914,-5.2633,2.0674,0.2029,-0.1213
2017-09-30,3668.211,607.734,2471.382,321.406,,7068.733,9394.397,,417.474,6928.358,21038.34,28107.07,6468.94,9584.454,4793.15,15863.42,22332.36,0.168,-4298.96,21.25,,5774.717,28107.07,2017-09-30,3288.499,2849.199,439.2996,354.5639,682.7899,,1037.354,-598.0544,-181.814,-779.869,-8.64,-771.2289,,-771.2289,,-675.9501,-141.6482,-598.0547,2490.0,2490.0,-0.27,-0.27,2017-09-30,-771.229,499.99,284.143,784.133,80.643,239.97,0.0,-41.646,496.641,509.545,-786.874,0,-5.853,0.0,0,0.0,-118.915,-911.642,58.397,0,58.397,9.152,9.152,0,218.429,285.978,-111.855,134.588,0,2017-09-30,1.0927,0.624,1.7332,15.0482,-17.941,-17.941,,-22.4965,-20.7519,0.1062,1.026,4.9112,18.3256,-11.6224,-12.5281,-2.3879,-4.3698,2.2913,-0.1185,-0.5558
2017-06-30,3154.293,453.539,2438.111,313.501,,6359.444,8399.229,,424.613,6786.935,19684.26,26043.71,6546.355,7126.994,4752.662,13282.61,19828.97,0.163,-3679.584,10.961,,6214.738,26043.71,2017-06-30,2984.675,2535.535,449.1399,331.622,652.998,,984.62,-535.4802,-135.968,-671.448,-0.285,-671.163,,-671.163,,-619.376,183.913,-535.4802,2509.41,2509.41,-0.2467,-0.2467,2017-06-30,-671.163,393.832,226.537,620.369,-182.686,-25.268,0.0,-198.906,-249.768,-300.562,-1116.434,0,0.0,0.0,0,0.0,-128.293,-1244.727,2231.737,0,2231.737,69.07,69.07,0,-199.301,2101.506,564.017,112.653,0,2017-06-30,0.9714,0.5342,1.2782,23.8968,-8.6364,-8.6364,,-13.8294,-12.0592,0.1071,0.8707,6.1506,14.6326,-6.4593,-6.933,-1.5414,-3.0088,2.483,-0.0802,-0.463
2017-03-31,4095.539,440.349,2220.336,271.665,,7027.889,7016.551,,429.592,6640.749,18025.84,25053.73,6245.439,7166.139,4525.98,13011.49,19256.93,0.161,-3343.187,-20.769,,5796.794,25053.73,2017-03-31,2789.557,2122.942,666.615,369.774,537.757,,907.531,-240.916,-144.864,-385.78,15.647,-401.427,,-401.427,,-336.397,150.7999,-240.916,2478.18,2478.18,-0.136,-0.136,2017-03-31,-401.427,424.829,257.519,682.348,-14.498,-269.188,0.0,-208.11,-481.093,-200.172,-959.068,0,0.0,0.0,0,0.0,-198.844,-1157.912,156.695,0,156.695,-106.587,-106.587,0,378.659,428.767,-913.024,116.042,0,2017-03-31,1.1253,0.5528,1.4093,24.773,-9.5521,-9.5521,,-13.7932,-12.2494,0.1076,0.9135,6.123,14.6986,-6.8517,-7.4001,-1.5853,-3.064,2.3541,-0.0287,-0.2559
2016-12-31,3498.735,499.142,2067.454,194.465,,6259.796,5982.957,,376.145,6404.796,16404.28,22664.08,5827.005,5879.12,4201.036,11298.98,17125.99,0.161,-2997.237,-23.74,,5538.086,22664.08,2016-12-31,2696.27,2028.324,667.946,322.04,603.455,,925.495,-257.5491,-114.354,-371.903,25.278,-397.181,,-397.181,,-330.277,85.0698,-257.5491,2431.935,2431.935,-0.136,-0.136,2016-12-31,-397.181,408.349,181.801,590.15,91.541,-124.514,0.0,-232.338,-262.78,-69.811,-552.624,0,-109.147,0.0,0,0.0,-219.948,-881.719,1021.171,0,1021.171,510.365,510.365,0,67.213,1598.749,658.862,103.717,0,2016-12-31,1.0743,0.5149,1.2693,19.0524,-11.6736,-11.6736,,-9.1218,-5.311,0.1008,0.8945,4.5771,19.663,-3.9629,-4.2517,-0.9684,-1.9223,2.2852,-0.195,-0.4646
2016-09-30,3107.968,326.895,1604.571,132.978,,5172.412,4309.048,,,161.64,7419.985,12592.4,4082.39,2454.69,2793.627,5829.519,9911.909,0.15,-2875.9,25.31,,2680.488,12592.4,2016-09-30,2284.631,1849.353,435.278,245.96,456.016,,701.976,-266.6982,58.299,-208.399,11.07,-219.469,,-219.469,,-121.337,394.2551,-266.6984,2163.18,2163.18,-0.0407,-0.04,2016-09-30,-219.469,351.768,-33.913,317.855,-106.055,-287.536,0.0,-206.116,-546.595,-448.209,-521.612,0,342.719,0.0,0,0.0,-80.513,-259.406,1184.164,0,1184.164,10.356,10.356,0,178.307,1372.827,645.16,87.713,0,2016-09-30,1.267,0.478,1.013,27.703,3.7252,3.7252,,1.3057,0.9519,0.1825,1.0356,7.0311,12.8003,0.8162,0.8162,0.1737,0.426,1.1927,0.1851,0.1062
2016-06-30,3270.826,178.594,1609.607,144.678,,5203.705,3993.25,,,138.271,6665.247,11868.95,3766.404,2657.148,2391.853,5582.254,9348.658,0.148,-2897.778,34.193,,2520.294,11868.95,2016-06-30,2298.436,1661.701,636.735,214.302,336.811,,551.113,85.6221,-55.611,30.011,8.133,21.878,,21.878,,21.878,-33.7251,85.6221,2234.865,2354.025,0.01,0.0093,2016-06-30,21.878,308.633,128.859,437.492,-109.084,872.6,0.0,-1283.816,-35.7209,423.649,-247.611,0,0.0,0.0,0,0.0,-20.395,-268.006,-361.546,0,-361.546,42.983,42.983,0,-2.307,-320.87,-162.044,89.543,0,2016-06-30,1.3816,0.5132,1.303,21.6356,-18.7431,-18.7431,,-22.798,-23.0854,0.107,0.6183,7.1112,12.6561,-11.6331,-11.6331,-2.4702,-5.6628,1.1352,0.0781,-0.0565
2016-03-31,1465.769,318.056,1301.961,153.757,,3239.543,3593.014,,,114.935,5952.159,9191.702,3187.699,2526.955,2009.686,5033.638,8221.337,0.134,-2604.59,13.565,,970.365,9191.702,2016-03-31,1270.017,995.241,274.7759,191.664,321.152,,512.816,-238.04,-51.499,-289.539,3.649,-293.188,,-293.188,,-293.188,-71.151,-238.04,2099.745,2099.745,-0.1393,-0.1393,2016-03-31,-293.188,204.315,79.725,284.04,157.901,-705.26,0.0,554.487,159.4839,150.336,-294.72,0,0.0,16.667,0,16.667,-41.801,-319.854,231.937,0,231.937,1759.374,1759.374,0,-14.727,1976.584,1804.512,67.311,0,2016-03-31,1.0163,0.7225,3.2588,22.0102,-21.6403,-21.6403,,-24.2728,-24.6081,0.1248,0.6871,3.6064,24.9554,-29.0888,-29.0887,-3.0709,-8.071,0.4833,-0.1254,-0.2344
2015-12-31,1219.536,168.965,1277.838,115.667,,2782.006,3403.334,,12.816,78.38,5285.933,8067.939,2811.035,2068.378,1658.717,4173.2,6984.235,0.131,-2322.323,-3.556,,1083.704,8067.939,2015-12-31,1147.048,894.58,252.468,182.482,318.21,,500.692,-248.224,-30.197,-278.421,3.846,-282.267,,-282.267,,-282.267,-89.9323,-248.224,1990.14,1990.14,-0.142,-0.142,2015-12-31,-282.267,177.073,126.618,303.691,-159.327,-512.671,0.0,340.376,-271.029,-249.605,-216.859,0,0.0,0.0,0,0.0,-16.96,-233.819,663.635,0,663.635,52.838,52.838,0,-1.038,715.435,244.881,89.658,0,2015-12-31,0.9897,0.6562,2.488,17.998,-21.4376,-21.4376,,-25.9679,-26.3836,0.1505,0.7793,7.1872,12.5223,-29.565,-29.9188,-3.9712,-10.1646,0.5497,-0.0171,-0.2349
2015-09-30,1451.259,119.964,1293.717,133.855,,2998.795,3103.811,,,84.166,4548.702,7547.497,2553.771,2027.575,1289.234,3679.07,6232.841,0.131,-2001.926,-23.985,,1314.656,7547.497,2015-09-30,1214.38,995.8163,218.5635,190.243,288.654,,478.8967,-260.3333,-55.016,-315.3491,5.048,-320.3971,,-320.3971,,-320.3971,-55.6321,-260.3334,1923.03,1923.03,-0.1653,-0.1653,2015-09-30,-320.397,170.401,135.753,306.154,-32.106,722.018,0.0,-879.625,-15.606,-29.849,-411.222,0,0.0,0.0,0,0.0,-3.058,-414.28,212.92,0,212.92,12.585,12.585,0,-0.467,225.038,-229.128,55.64,0,2015-09-30,1.1743,0.6067,2.0381,24.7117,-19.6055,-19.6055,,-24.3464,-24.5368,0.1241,0.5452,7.8089,11.5253,-17.4843,-17.4843,-3.0455,-6.8774,0.6695,-0.1023,-0.2973
2015-06-30,1171.264,138.648,1212.279,106.43,,2628.621,2646.017,,,73.301,3839.564,6468.185,2384.388,2049.616,983.619,3367.863,5752.251,0.127,-1772.068,-14.804,,715.934,6468.185,2015-06-30,936.789,705.293,231.496,178.791,236.367,,415.158,-183.662,-44.412,-228.074,1.784,-229.858,,-229.858,,-229.858,-63.0279,-183.662,1935.09,1935.09,-0.1187,-0.1187,2015-06-30,-229.858,128.03,90.935,218.965,15.541,-385.162,0.0,149.197,-192.447,-203.34,-392.403,0,0.0,0.0,0,0.0,-11.687,-404.09,120.137,0,120.137,785.155,785.155,0,-11.314,893.978,275.363,55.998,0,2015-06-30,1.1024,0.7411,3.7544,22.343,-17.8212,-17.8212,,-18.9596,-19.2913,0.1476,0.6117,6.8878,13.0666,-25.7324,-25.7324,-2.8482,-6.6615,0.3755,-0.0835,-0.2954
2015-03-31,1530.769,200.052,1054.84,135.756,,2921.417,2224.191,,,62.361,3198.613,6120.03,2192.381,1954.214,834.588,3101.652,5294.033,0.126,-1587.841,-15.965,,825.997,6120.03,2015-03-31,954.976,741.606,213.3701,181.712,201.846,,383.558,-170.1879,-10.872,-181.06,3.167,-184.227,,-184.227,,-184.227,-7.393,-170.1879,1900.335,1900.335,-0.0967,-0.0967,2015-03-31,-184.227,107.16,47.602,154.762,60.657,-399.011,0.0,194.535,-130.051,-159.516,-405.165,0,-12.26,0.0,0,0.0,-5.412,-422.837,198.984,0,198.984,23.653,23.653,0,-4.286,218.351,-359.403,43.335,0,2015-03-31,1.3325,0.7029,3.129,27.6709,-10.8999,-10.8999,,-16.0809,-16.4043,0.1536,0.6445,4.6982,19.1564,-18.6661,-18.6661,-2.5193,-5.5457,0.4358,-0.0698,-0.2953
2014-12-31,1923.66,226.604,953.675,76.134,,3180.073,1829.267,,,54.583,2650.594,5830.667,2107.166,1876.981,642.539,2811.791,4918.957,0.126,-1433.66,-0.022,,911.71,5830.667,2014-12-31,939.88,679.807,260.073,167.154,195.365,,362.519,-102.446,-48.695,-151.141,3.04,-154.181,,-154.181,,-154.181,7.2363,-102.446,1889.205,1889.205,-0.0813,-0.0813,2014-12-31,-154.181,95.053,82.519,177.572,2.175,-307.209,0.0,102.356,-155.185,-131.794,-426.06,0,0.0,0.0,0,0.0,-6.284,-432.344,151.896,0,151.896,35.218,35.218,0,-0.958,186.156,-395.637,43.026,0,2014-12-31,1.5092,0.6731,2.729,27.3553,-7.823,-7.823,,-10.8622,-11.2508,0.1641,0.7287,4.2217,21.3183,-11.8055,-11.8055,-1.846,-3.8596,0.4836,-0.0462,-0.2445
2014-09-30,2388.066,156.889,752.492,65.467,,3362.914,1404.326,,,52.55,2074.619,5437.533,1839.777,1861.602,523.739,2639.662,4479.439,0.125,-1326.041,,,958.094,5437.533,2014-09-30,956.661,694.9638,261.6972,139.566,196.971,,336.5372,-74.8397,-29.074,-103.914,3.718,-107.632,,-107.632,,-107.632,49.375,-74.8397,1868.085,1868.085,-0.0573,-0.0573,2014-09-30,-107.629,82.076,52.54,134.616,-74.486,-377.601,-253.895,177.737,-113.389,-86.402,-368.661,0,0.0,-0.01,0,-0.01,-3.56,-372.231,-388.366,0,-388.366,399.69,399.69,0,0.001,11.325,-482.833,44.516,0,2014-09-30,1.8279,0.6602,2.5768,29.5668,-4.5937,-4.5937,,-8.333,-8.7706,0.1567,0.7973,5.4293,16.5766,-7.7976,-7.7976,-1.3739,-2.6495,0.5095,-0.0151,-0.1659
2014-06-30,2686.624,96.607,596.927,61.536,,3441.694,1035.822,,,45.721,1612.769,5054.463,1575.85,1847.206,444.094,2526.28,4102.13,0.125,-1251.327,,,952.333,5054.463,2014-06-30,851.804,599.953,251.851,135.873,155.107,,290.98,-39.129,-31.852,-70.981,3.727,-74.708,,-74.708,,-74.708,49.571,-39.129,1873.665,1873.665,-0.04,-0.04,2014-06-30,-74.709,88.504,52.894,141.398,-61.241,-214.531,68.184,112.903,-94.685,-27.996,-284.175,0,0.0,-5.563,0,-5.563,-1.905,-291.643,-217.324,0,-217.324,-352.35,-352.35,0,603.428,33.754,-286.364,39.158,0,2014-06-30,2.184,0.6598,2.5733,27.6851,-3.7373,-3.7373,,-7.8963,-8.0458,0.1522,0.932,7.9637,11.3013,-6.4998,-6.4998,-1.2247,-2.2111,0.5096,-0.0011,-0.0949
2014-03-31,2584.068,72.38,450.73,48.869,,3156.047,849.389,,,43.245,1344.363,4500.41,1413.47,1602.481,361.586,2174.884,3588.354,0.124,-1189.42,,,912.056,4500.41,2014-03-31,769.349,556.354,212.995,107.717,134.031,,241.748,-28.753,-31.997,-60.75,1.15,-61.9,,-61.9,,-61.9,8.794,-28.753,1863.75,1863.75,-0.0333,-0.0333,2014-03-31,-61.902,78.324,47.161,125.485,-24.21,-259.538,107.454,130.329,-65.245,-1.662,-175.685,0,0.0,177.974,0,177.974,0.321,2.61,296.899,0,296.899,68.149,68.149,0,-83.556,281.492,281.002,35.784,0,2014-03-31,2.2328,0.6373,2.413,24.9988,-7.0853,-7.0853,,-7.8949,-8.0252,0.1379,1.0326,8.5734,10.4976,-5.4602,-5.4602,-1.1066,-1.9805,0.4902,0.0317,-0.0446
2013-12-31,848.901,49.109,340.355,27.574,,1265.939,738.494,,,30.072,1150.991,2416.93,675.16,598.974,294.496,1074.65,1749.81,0.123,-1139.62,,,667.12,2416.93,2013-12-31,620.542,465.414,155.128,81.544,117.551,,199.095,-43.967,-5.024,-48.991,0.809,-49.8,,-49.8,,-49.8,28.0309,-43.967,1852.095,1852.095,-0.0267,-0.0267,2013-12-31,-49.8,52.761,39.268,92.029,-23.721,-198.594,78.257,141.272,16.494,58.723,-141.364,0,0.0,-189.111,0,-189.111,1.295,-329.18,1997.455,0,1997.455,374.126,374.126,0,-555.022,1816.559,1548.019,37.038,0,2013-12-31,1.875,0.4731,0.9097,25.4529,-2.1705,-2.1705,,-2.4229,-2.6436,0.2545,1.3475,12.5276,7.1841,-2.4379,-2.4379,-0.6729,-1.2846,0.3613,0.0762,0.0244
2013-09-30,796.381,47.58,347.545,27.26,,1218.766,654.482,,,24.137,947.4431,2166.209,1169.459,88.429,212.858,432.585,1602.044,0.123,-1123.355,,,564.165,2166.209,2013-09-30,615.2189,458.628,156.5909,68.454,101.49,,169.944,-13.3532,-1.553,-14.906,1.358,-16.264,,-16.264,,-16.264,1.658,-13.3531,1791.315,1791.315,-0.0093,-0.0027,2013-09-30,-16.264,41.384,11.431,52.815,-0.989,-102.144,-25.421,172.91,97.436,133.987,-89.434,0,0.0,0.0,0,0.0,-0.071,-89.505,-2.045,0,-2.045,13.088,13.088,0,-0.527,10.516,50.773,25.171,0,2013-09-30,1.0422,0.1355,1.1998,23.8481,-7.0834,-7.0834,,-8.7443,-8.9246,0.1991,0.9451,9.0657,9.9275,-6.8235,-6.8235,-1.7771,-5.8989,0.3069,0.0554,0.0151
2013-06-30,747.419,113.544,254.891,13.688,,1129.542,595.579,,,31.255,758.302,1887.844,486.545,587.989,115.591,771.873,1258.418,0.121,-1084.858,,,629.426,1887.844,2013-06-30,431.346,328.478,102.868,56.351,77.071,,133.422,-30.554,-7.164,-37.718,0.778,-38.496,,-38.496,,-38.496,17.546,-30.554,1827.93,1827.93,-0.0213,-0.0213,2013-06-30,-38.496,32.212,23.264,55.476,66.162,-229.17,33.796,194.911,85.056,102.036,-76.548,0,0.0,0.0,0,0.0,-0.954,-77.502,-123.064,0,-123.064,147.446,147.446,0,-0.167,24.215,49.059,20.984,0,2013-06-30,2.3216,0.483,0.9432,24.8021,-2.9106,-2.9106,,-7.4545,-7.5288,0.2146,1.1952,3.5681,25.2233,-4.846,-4.846,-1.6157,-2.5055,0.3456,-0.0182,-0.0426
2013-03-31,231.136,46.139,237.618,11.1,,525.993,581.997,,,26.728,617.785,1143.778,535.623,399.245,35.004,439.572,975.195,0.115,-1054.357,,,168.583,1143.778,2013-03-31,405.139,304.656,100.483,52.312,59.963,,112.275,-11.792,-18.409,-30.201,0.301,-30.502,,-30.502,,-30.502,12.266,-11.792,1772.91,1772.91,-0.0173,-0.0173,2013-03-31,-30.502,29.338,28.283,57.621,-67.581,-147.467,-34.036,172.617,-62.417,-35.298,-40.515,0,0.0,0.0,0,0.0,13.341,-27.174,161.026,0,161.026,452.188,452.188,0,-16.207,597.007,531.64,19.714,0,2013-03-31,0.982,0.7031,2.7022,17.1451,-0.994,-0.994,,2.029,2.0022,0.4912,1.9589,12.1761,7.3915,6.6721,6.6721,0.9834,1.9809,0.0976,0.0344,0.0034
2012-12-31,220.984,26.842,268.504,8.438,,524.768,552.229,,,27.122,589.422,1114.19,539.108,411.46,35.862,450.382,989.49,0.115,-1065.606,,,124.7,1114.19,2012-12-31,561.792,465.472,96.32,54.859,47.045,,101.904,-5.584,16.983,11.399,0.151,11.248,,11.248,,11.248,-78.093,-5.584,1720.68,1863.975,0.0067,0.0,2012-12-31,11.248,17.85,6.098,23.948,-19.297,18.22,25.661,3.373,28.883,64.079,-57.727,0,0.0,0.0,0,0.0,2.491,-55.236,-14.219,0,-14.219,17.903,17.903,0,0.0,3.684,12.527,14.868,0,2012-12-31,0.9734,0.7674,3.7423,7.7876,-29.6688,-29.6688,,-29.4063,-29.358,0.2749,1.052,11.4124,7.8861,-72.1195,-72.1195,-8.0716,-16.7735,0.0728,-0.0194,-0.0574
2012-09-30,108.554,9.164,159.048,7.775,,284.541,486.248,,,26.599,524.636,809.177,385.806,420.485,28.284,451.246,837.052,0.106,-975.674,0.0,,-27.875,809.177,2012-09-30,306.332,282.476,23.856,68.832,45.909,,114.741,-90.885,0.804,-90.081,-0.148,-89.933,,-89.933,,-89.933,-100.938,-90.885,1610.235,1610.235,-0.052,-0.052,2012-09-30,-89.931,12.792,16.54,29.332,-17.678,-90.694,116.593,5.716,25.374,-35.225,-64.053,0,0.0,0.0,0,0.0,3.296,-60.757,-13.858,0,-13.858,228.303,228.303,0,0.0,214.445,116.197,14.416,0,2012-09-30,0.7375,1.071,-17.0229,-17.4856,-216.4698,-216.4698,,-220.9165,-221.148,0.0619,0.3701,5.4675,16.461,397.5031,397.5031,-13.6934,-28.2224,-0.0176,-0.0636,-0.1028
2012-06-30,232.514,11.023,66.669,6.92,,317.126,421.859,,,26.101,459.743,776.869,286.526,400.875,24.643,428.128,714.654,0.105,-864.871,0.0,,62.215,776.869,2012-06-30,50.104,58.865,-8.761,61.901,37.798,,99.699,-108.46,-2.228,-110.688,0.116,-110.804,,-110.804,,-110.804,-101.827,-108.46,1583.34,1583.34,-0.07,-0.07,2012-06-30,-110.806,7.522,14.392,21.914,1.858,-85.594,69.878,6.436,-12.134,-101.026,-62.398,0,0.0,0.0,0,0.0,-1.616,-64.014,32.492,0,32.492,7.687,7.687,0,0.0,40.179,-124.861,12.475,0,2012-06-30,1.1068,0.8657,7.0557,17.8667,-398.3604,-398.3604,,-395.8054,-396.2143,0.0343,0.3284,2.4179,37.2217,-169.7387,-169.7387,-13.5934,-22.804,0.0394,-0.0405,-0.0771
2012-03-31,282.778,13.589,55.427,7.103,,358.897,364.128,,,26.029,402.203,761.1,235.722,344.044,24.388,371.504,607.226,0.105,-759.265,-0.006,,153.874,761.1,2012-03-31,26.653,21.891,4.762,74.854,36.083,,110.937,-106.175,0.681,-105.494,0.109,-105.603,,-105.603,,-105.603,-84.6,-106.175,1578.63,1578.63,-0.0667,-0.0667,2012-03-31,-105.603,4.348,14.308,18.656,2.567,-12.838,10.744,20.28,22.683,-64.264,-58.003,0,0.0,25.0,0,25.0,17.071,-15.932,70.782,0,70.782,1.398,1.398,0,0.0,72.18,-8.016,12.543,0,2012-03-31,1.5225,0.691,2.378,33.8449,-294.2387,-294.2387,,-297.7227,-297.9183,0.0396,0.3601,2.22,40.5413,-58.4069,-58.4069,-11.8083,-18.0498,0.0975,-0.0403,-0.0751
2011-12-31,303.803,9.539,50.082,9.414,,372.838,298.414,,,30.439,340.61,713.448,191.339,271.165,23.753,298.064,489.403,0.104,-669.392,-0.003,,224.045,713.448,2011-12-31,30.167,19.957,10.21,68.391,30.582,,98.973,-88.763,-1.051,-89.814,0.059,-89.873,,-89.873,,-89.873,-76.122,-88.763,1571.76,1571.76,-0.0573,-0.0573,2011-12-31,-89.873,4.163,13.391,17.554,-4.05,-5.6,-7.271,24.992,9.019,-63.3,-54.774,0,0.0,0.008,0,0.008,-11.461,-66.227,83.838,0,83.838,8.993,8.993,0,0.0,92.831,-36.696,10.711,0,2011-12-31,1.9486,0.5476,1.2504,19.8984,-205.5263,-205.5263,,-206.6692,-206.9562,0.0552,0.6298,4.1278,21.8034,-36.3717,-36.3717,-11.4219,-16.4555,0.1429,-0.0291,-0.0595
2011-09-30,333.693,18.25,49.216,10.962,,412.121,248.122,,,28.335,288.129,700.25,154.181,225.661,22.754,251.951,406.132,0.104,-587.903,-0.024,,294.118,700.25,2011-09-30,39.375,31.54,7.835,61.205,27.556,,88.761,-80.926,-0.45,-81.376,0.113,-81.489,,-81.489,,-81.489,-60.197,-80.926,1505.835,1505.835,-0.0527,-0.0527,2011-09-30,-81.489,4.804,9.942,14.746,8.711,-2.807,-19.897,27.569,25.985,-40.758,-40.592,0,0.0,40.0,0,40.0,29.515,28.923,51.06,0,51.06,2.713,2.713,0,0.0,53.773,41.938,8.682,0,2011-09-30,2.673,0.4341,0.7686,29.8686,-111.8111,-111.8111,,-112.7025,-112.8533,0.0824,0.8217,3.1598,28.483,-22.1265,-22.1265,-9.2935,-12.5203,0.1882,-0.011,-0.052
2011-06-30,330.631,23.308,54.312,9.507,,417.758,189.647,,,28.217,228.397,646.155,138.736,134.536,21.206,158.967,297.703,0.104,-522.826,,,348.452,646.155,2011-06-30,57.666,40.442,17.224,54.083,27.618,,81.701,-64.477,-0.514,-64.991,0.087,-65.078,,-65.078,,-65.078,-54.421,-64.477,1561.155,1561.155,-0.042,-0.042,2011-06-30,-65.078,4.28,8.794,13.074,5.058,2.133,11.54,11.441,30.513,-21.491,-68.844,0,0.0,-64.952,0,-64.952,-44.374,-178.17,90.727,0,90.727,2.882,2.882,0,0.0,93.609,-106.052,7.885,0,2011-06-30,3.0112,0.2785,0.3869,31.8165,-100.9764,-100.9764,,-101.0194,-101.2584,0.09,0.7303,2.4958,36.0613,-16.9042,-16.9042,-9.1159,-12.1955,0.2234,-0.0146,-0.0512
2011-03-31,143.598,20.26,50.823,12.225,,226.906,143.372,,,27.87,180.383,407.289,112.976,102.905,20.581,126.575,239.551,0.096,-463.922,,,167.738,407.289,2011-03-31,58.171,39.663,18.508,52.531,24.716,,77.247,-58.739,-0.025,-58.764,0.139,-58.903,,-58.903,,-58.903,-43.829,-58.739,1466.355,1466.355,-0.04,-0.04,2011-03-31,-58.903,4.318,7.753,12.071,-3.048,-6.001,20.29,15.017,24.344,-22.488,-54.314,0,0.0,0.0,0,0.0,31.192,-23.122,31.643,0,31.643,232.692,232.692,0,0.0,264.335,218.725,6.926,0,2011-03-31,2.0084,0.3802,0.6151,36.7693,-96.5654,-96.5654,,-99.5126,-99.8185,0.1204,0.61,2.42,37.1895,-29.1771,-29.1771,-12.0163,-18.0832,0.117,-0.0303,-0.0447
