Quaterly Data,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity,Quaterly Data.1,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,Selling General Administrative Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share,Quaterly Data.2,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid,Quaterly Data ,Current Ratio,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,Inventory Turnover Ratio,Receiveable Turnover,Days Sales In Receivables,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Book Value Per Share,Operating Cash Flow Per Share,Free Cash Flow Per Share
2020-12-31,0.7596236447232729,0.8341915631220799,0.5686050862642743,,0.035739515085378044,0.6054670128790287,0.32925451299325736,0.47241048450853573,0.900096858296821,0.4398335868532678,0.9101384048036116,0.9166934178135958,0.7504390771908673,0.8474112577969766,0.4477361982286999,0.8808471750896372,0.8712179607083809,0.31708135646605706,0.5719810294200741,,0.0,0.5168039324357149,0.8372640124912699,2020-12-31,0.9999999999999999,43774.84,0.5500809703488225,0.6234355834598032,5064.168,265.8106,0.6379897187933197,0.41587494260974117,0.2891762231264058,5019.02,1048.882,0.7507553839936159,,3970.137,,0.35588787812787814,0.47133631454853187,0.4158746930529696,1069.8,1069.8,3.5877,3.5877,2020-12-31,0.3678576817644544,2436.688,2125.855,25.037,3419.827,-2803.4617,-2041.397,-2498.248,0.7027507256184977,-1989.886,-721.991,0.0,0.0,1551.378,1551.378,44.8701,0.7480294483583511,-7127.953,1516.809,-5611.146,-0.0267,-0.0267,1.678,0.0,0.2167683473217109,0.30472060363926623,0,1.678,2020-12-31,0.8911869115604261,0.5816,0.875032679738562,0.553557175804643,8.6292,0.3620375910782134,,9.1457,0.1658892813951628,0.1681,0.9802489177489179,0.9043,0.43517413209429884,0.8580645161290322,7.5805,0.8128465281182816,2.3359,0.7286643154941682,4.9298,0.6676110775405032
2020-09-30,0.9653512058116889,0.8454970869588859,0.768338298599596,,0.0374711381790958,0.7133699586780706,0.3480921185022886,0.45262886876065944,0.9403066218166951,0.46846563309185085,0.9296736731372834,0.95425989195626,0.823227306534015,0.9656460055993716,0.46034260487157297,1.0,0.9805131493932496,0.37974658383573656,0.5131308565377235,,0.06330774686036095,0.46980186537400626,0.9106485771484593,2020-09-30,0.7813562057337237,38230.98,0.39821260143773163,0.769171780590462,3801.588,335.503,0.414061984289392,0.3434542537793969,0.22816840623718165,3544.408,1021.706,0.5716979869333569,,2522.702,,0.2704758507926886,0.4273883023285318,0.3434542537793969,1067.178,1067.178,2.2445,2.2445,2020-09-30,0.2819854512989462,2892.795,2700.009,-958.658,75.388,1605.2582,2351.133,2758.032,1.0,-800.472,-860.817,0.0,0.0,-905.729,-905.729,39.9259,0.6083554773928721,0.0,-2849.241,-2849.241,0.0679,0.0679,-1195.9143,0.0,0.29905927005281185,0.6462111073131382,0,-1195.9143,2020-09-30,0.9216700108041364,0.6125,0.9697852474323061,0.4838777598777795,7.5917,0.33649013683585854,,7.5271,0.14291990444548175,0.1386,0.7489853896103896,0.7673,0.5128674010971856,0.6856922798115259,5.1146,0.6341040244408404,1.4264,0.7022711800115987,9.6677,0.9999999999999999
2020-06-30,0.799288113140403,0.833008906890108,0.7053268264524964,,0.04669890010594612,0.653444325394589,0.3270250890024572,0.38632652773965626,0.8603501826058784,0.4302421526018554,0.869105073794612,0.9115493337489942,0.7501181743403993,0.9314255435076966,0.4016872977225532,0.9291359744508214,0.9018230253299594,0.22038445131134532,0.4548393388001948,,0.18982938213698103,0.4018636586025043,0.8272152555010029,2020-06-30,0.39255281079890136,30268.14,0.0,0.7003487925973942,3600.597,403.0026,0.33463842497854634,0.0,0.2364316610257796,-1918.116,180.5804,0.0,,-2098.697,,0.0,0.07307878831353315,0.0,1069.8,1069.8,-2.0591,-2.0591,2020-06-30,0.0,2716.658,2446.949,97.9,2066.311,-494.7642,6162.3804,7629.381,0.8764578392369285,-1693.641,-863.9928,0.0,0.0,760.8402,760.8402,-27.4771,0.6779044985665612,0.0,392.893,392.893,34.1971,34.1971,-184.9029,0.0,0.5245788113754896,0.8659814680048445,0,-184.9029,2020-06-30,0.9224417348356229,0.6197,1.0,0.0,-5.8077,0.006542610691271017,,-5.7713,0.0030490534682684756,0.1024,0.6173566017316018,0.5483,0.7177151847314012,0.058698803914461806,-4.5091,0.11017236827216836,-1.2317,0.6641203548903767,7.6908,0.8402444446978075
2020-03-31,0.5337682173166558,0.897801360170711,0.8141320682195671,,0.053977538418590744,0.6534736028061143,0.34044494916779644,0.47296119568251827,0.8370117434323798,0.47704130906208175,0.8934773423163824,0.9222666436368079,0.7576108827559795,0.945034607331398,0.40066711581676384,0.9123532954579932,0.8945746377005227,0.22531317705952247,0.5347669414678871,,0.2632637597157994,0.49080881111742325,0.8481510802852669,2020-03-31,0.6122808174675235,34764.04,0.2253304782155518,0.8182422969849424,4202.089,457.828,0.4885842299821772,0.1613777143432193,0.22228153631713904,595.728,410.3904,0.2825503668707539,,185.3376,,0.1356914532860921,0.20126580313568368,0.1613777143432193,1069.8,1069.8,0.0993,0.0993,2020-03-31,0.13176916983125014,2185.439,2153.447,2365.261,-3232.376,1351.42,-906.8304,-1083.342,0.48395899055420366,-1657.006,-773.3432,0.0,0.0,589.1088,589.1088,-26.4768,0.6736050232058661,0.0,-2787.786,-2787.786,-33.096,-33.096,-43.0248,0.0,0.3611918216634527,0.22131253973996562,0,-43.0248,2020-03-31,0.9184287698718938,0.6049,0.9361344537815125,0.31407641721468416,1.5985,0.18891326670064787,,1.4507,0.08520636027300607,0.1251,0.6620670995670996,0.6364,0.6183409985911317,0.3762413918086263,0.3585,0.37532531211103987,0.1051,0.7140672397329881,1.5571,0.49253782394053053
2019-12-31,0.6588784622232722,0.9999999999999999,0.7129544189944675,,0.04980611529877418,0.725398792327687,0.36238919401384695,0.4370705449870621,0.8290883615681206,0.5071108474999362,0.9156560874970385,0.951331448816841,0.8174018003694712,1.0,0.4121037423015531,0.9730577698994545,0.9606809743356785,0.2647429830449388,0.5368685055200234,,0.33521043363547576,0.503592220022815,0.9049279837253587,2019-12-31,0.9284838006654589,44144.11,0.3528454757982389,0.7096184685255077,4983.215,-958.0856,0.9038591656214932,0.15345331357426,0.19460395529540297,326.325,353.1268,0.25630727851832047,,-26.802,,0.12158604069528786,0.2127930330286416,0.15345307025640773,1069.8,1069.8,-0.1363,-0.1363,2019-12-31,0.11977864681571644,2494.428,3004.005,-594.352,6226.88,-3857.184,-3223.1814,-3805.8865,0.47622077465064644,-2046.528,-1189.795,0.0,-824.3731,1219.1475,394.7745,23.112,0.5795275782231296,2863.197,940.8,3803.993,24.7972,24.7972,-320.588,-17.312,0.7091043063569114,0.5738558736105157,0,-320.588,2019-12-31,0.9321654576323507,0.6121,0.9614939309056955,0.3288202486521955,1.0116,0.1744614104164666,,0.6236,0.07908676431437484,0.1545,0.8959009740259741,0.7403,0.5315801625052143,0.34868611815875317,-0.0511,0.35107305849960396,-0.0148,0.7212457340690157,1.4228,0.46470715662018713
2019-09-30,0.6095886704770361,0.9381146198458138,1.0,,0.05193074008922784,0.7396255230853959,0.3418776022219491,0.4604561225710646,0.8091306331750692,0.5013786832477936,0.9123977594104995,0.9541621554824404,0.8216645842808052,0.9943866511619432,0.3865284819437398,0.9853733879795179,0.9713367002467287,0.24717402904790786,0.5226542407666973,,0.41906499131469915,0.4936069268739739,0.9104576529601752,2019-09-30,0.8102016444215544,38470.75,0.45148556741477053,0.8553121414977195,4604.792,-185.7899,0.7171677998547759,0.300943567914411,0.22824033483735387,2864.724,847.736,0.5091379041389414,,2016.989,,0.2420748342192286,0.33757278796170354,0.3010271694328891,1067.7,1067.7,1.7911,1.7911,2019-09-30,0.25008592577689476,2091.402,2040.939,310.24,-1789.724,973.88,-76.862,-584.7223,0.6731017411554039,-1902.482,-971.989,0.0,-19.6342,-275.585,-295.2192,33.208,0.5480483293171713,6728.487,-3882.883,2845.604,-0.2379,-0.2379,39.396,0.768,0.6637014658562933,0.7708457594623255,0,39.396,2019-09-30,0.9388022843031332,0.6131,0.9504761904761904,0.5443906356349248,6.0134,0.2976259951195128,,5.951,0.12961939360367317,0.1417,0.6582115800865801,0.7187,0.5476072414604305,0.6138455962305183,3.8658,0.5779806132840494,1.1173,0.6432623779146189,4.526,0.6481489926917419
2019-06-30,0.4514687406072131,0.9232602984259101,0.9109207643411091,,0.05468900511683917,0.6701000356870734,0.32853571125357883,0.436993128719793,0.7775838350118147,0.4892368828162401,0.8978790891841724,0.9285383482255073,0.88694965720859,0.8620286777481012,0.3754336927955473,0.8462285288974298,0.9115900889141942,0.27376636601465076,0.5198821082715595,,0.34107055821908433,0.486241274479407,0.8604025976662261,2019-06-30,0.8052158952330298,41704.89,0.2208232088001954,0.7376838224871528,4548.828,-1810.514,1.0,0.002544605621378579,0.23604361594793147,-1879.068,-483.2532,0.08695120772988696,,-1395.815,,0.041809345010749135,0.035386948694606214,0.0025607020331452623,1069.7,1069.7,-1.3936,-1.3936,2019-06-30,0.0004578691245630401,2049.657,1857.773,91.9496,-156.754,-608.594,2965.5348,2292.6778,0.4899503385820879,-1818.331,-1055.2546,0.0,1307.4267,-62.858,1244.5692,-21.772,0.6950731087944003,0.0,-358.313,-358.313,34.959,34.959,-3897.3855,0.7552,0.2761449771636054,0.1141644776280446,0,-3897.3855,2019-06-30,0.8637907084426609,0.5902,0.9316153127917833,0.1995338383417964,-3.9414,0.0524984794647716,,-3.9203,0.04501950128755056,0.145,0.7500676406926408,0.7257,0.5422804775984699,0.1699710039869518,-2.6769,0.1948100931618451,-0.8238,0.6330964985655071,1.651,0.48928274179388653
2019-03-31,0.6485346955976685,0.9530960925595108,0.9315991210067999,,0.05979650761588632,0.749173096108227,0.3231902421178712,0.4817696420318721,0.7588321705248837,0.4905457866353691,0.89579677594252,0.94901722886203,0.814855473565292,0.9635806226898598,0.3127484716815129,0.8938395227732958,0.9091125230130656,0.3019006976818859,0.6528310965862799,,0.3540169541844468,0.6259050808621328,0.9004072500717336,2019-03-31,0.7252370574424879,36489.85,0.3807447352033304,0.8393555416538306,4736.286,1126.745,0.46816208990692476,0.3109723811153653,0.21950415922270455,2979.287,538.3843,0.5615789031595555,,2440.903,,0.26955165567264827,0.34209011897313885,0.3109776218075684,1069.7,1069.7,2.2262,2.2262,2019-03-31,0.25665280327607737,2045.633,952.963,-195.3576,-4169.522,1671.898,134.0282,-2559.029,0.42643851553017686,-1815.059,-855.2814,0.0,-463.4194,-1072.225,-1535.645,-68.148,0.43547368001267434,0.0,4241.196,4241.196,-11.3583,-11.3583,-10.2225,-72.6912,0.7299758561813441,0.48608765640682944,0,-10.2225,2019-03-31,0.948371662293564,0.5839,0.8525116713352007,0.49666292888586383,6.7736,0.31634519966412794,,6.6074,0.14519415928379475,0.1334,0.6486066017316018,0.6645,0.5922607569409281,0.6390630663283798,4.067,0.6265228378531287,1.3176,0.6959839678831445,0.6583,0.43286891881106837
2018-12-31,0.6447876524124727,0.9642275500879945,0.7822724962176558,,0.073381204126369,0.7305118831262463,0.2373768488909933,0.35387878958493146,0.7433424763494432,0.5187613144286234,0.8732971832335308,0.9022632453283791,0.775357556672563,0.9204958616215915,0.32102576785478243,0.8552670112500649,0.8069314291156472,0.31346451118691565,0.6564227114733004,,0.3378277098848248,0.5942646382806253,0.8090752630831074,2018-12-31,0.9582703121425894,44040.28,0.43161526194903366,0.7087325485578638,5349.642,755.9639,0.6157399003234538,0.3132827153174265,0.17312786377889536,2876.152,966.4707,0.4958631863355567,,1909.681,,0.2363733273041752,0.34752777985819183,0.3185865453837394,-534.9,-534.9,-3.4193,-3.4193,2018-12-31,0.2512491197847245,2010.864,1889.91,-603.3407,3260.68,-2647.861,-3269.252,-3204.13,0.46591786829456755,-2609.82,-1016.48,0.0,320.9938,-224.4631,96.5308,27.08,0.5116660674831989,19.77,3066.887,3086.66,0.0,0.0,0.0,-1.4274,0.6711450831567526,0.49494791743947125,0,0.0,2018-12-31,0.9581725574934404,0.5731,0.8193090569561158,0.4271989658262372,5.8593,0.29383142866288936,,5.3057,0.12217464128256034,0.1655,0.8804112554112555,0.8033,0.48992628584371617,0.577392171076477,3.2038,0.5739825745860521,1.0613,0.6767583638558206,1.2759,0.4259540070004218
2018-09-30,0.6323134387603122,0.8926350721397093,0.8991257708651036,,0.06698713685880309,0.7042019463832305,0.18390210831183829,0.34233115629405986,0.7445570217176318,0.49182321777404336,0.8189793584468321,0.9034054701531625,0.7282639439378245,0.8893067077397074,0.28451384476747243,0.7899674459708339,0.8036268659682068,0.36571420271152544,0.6312897916480603,,0.33366407359226213,0.6104876145100543,0.8113065523754973,2018-09-30,0.771949407163436,37493.59,0.42540644221499824,0.9154885506065832,4818.229,-97.6938,0.7641222192884018,0.26267584627976676,0.3208728632831712,2727.285,679.2044,0.5129841926350727,,2048.081,,0.24512927174095056,0.28253859571431617,0.26271540102806157,1068.988,1068.988,1.8376,1.8376,2018-09-30,0.23485820151061704,1779.937,1113.391,-780.5543,-3561.874,796.377,-2132.815,-5679.914,0.25815851923640465,-2158.009,-828.47,0.0,557.9999,-169.97,388.0299,-31.609,0.5981782645529097,17215.04,-11800.87,5414.17,38.5777,38.5777,110.84,2.3322,0.8050074318817813,0.47791351940725724,0,110.84,2018-09-30,0.967741935483871,0.5728,0.8040709617180204,0.5326043844658482,4.8768,0.26963829729603284,,5.8317,0.13233656106404085,0.1454,0.6789772727272728,0.7281,0.5404780707162665,0.5955599855019935,3.4514,0.5941990721532833,1.1475,0.6717603865073248,-1.9721,0.26443124422807235
2018-06-30,0.6765456898734252,0.8681701353937478,0.7795051754864318,,0.06219856932782094,0.67024224025734,0.18031651533629356,0.3575977028482148,0.7526576661391198,0.5156960551962473,0.8429623916204851,0.9036672241577601,0.6969244223039719,0.9027310726687818,0.31138183301565925,0.8143103458292691,0.8025936332859881,0.4323318904686837,0.6204770349902214,,0.44761087877385725,0.6149389051598803,0.8118178780751549,2018-06-30,0.8239365919580798,38766.66,0.46456528898196814,0.8361774514232362,5030.387,314.531,0.6956069707571457,0.31953405005622204,0.20022791646173496,3014.255,839.9407,0.5286001833085776,,2174.315,,0.2505417507924592,0.3339493437889592,0.3193345918065396,1069.8,1069.8,1.9182,1.9182,2018-06-30,0.2520432521020379,1725.187,1711.925,344.8078,-1698.754,797.536,-2949.312,-3505.697,0.3929494640056557,-1710.029,-897.9462,0.0,139.5998,-158.1567,-18.5568,-21.549,0.5963720059504707,0.0,7398.853,7398.853,94.5957,94.5957,-4647.5209,-83.1892,0.6405622465665716,0.44556960623151376,0,-4647.5209,2018-06-30,0.9634202809075475,0.5743,0.7977964519140989,0.5539978748512641,6.5659,0.3112307840052006,,6.2077,0.13275082165663646,0.1509,0.7542613636363636,0.7748,0.5079328640603915,0.6097408481333817,3.655,0.608946554520424,1.2102,0.6578550685234863,0.1349,0.4086410744621418
2018-03-31,0.6735443426441321,0.8847425741655094,0.7394236590890274,,0.059473374279952494,0.669020953947991,0.18749611701023028,0.47140348654716413,0.7669794629877478,0.5113069651020128,0.849690602637942,0.9072537033838445,0.7009603353628822,0.844649884525752,0.31528915458865103,0.7606034061124283,0.7720228270424673,0.5212018537574368,0.7037999486000813,,0.5066664801293526,0.7196652261531941,0.818823917972824,2018-03-31,0.8323035233394752,38301.87,0.5161432625861685,0.9392004938472266,5000.386,46.7123,0.7802907782691926,0.34151919057259367,0.3210579336273982,3991.441,1097.738,0.6175931700050362,,2893.702,,0.2939351025987157,0.3583652456797117,0.34153173080036536,1069.8,1069.8,2.6061,2.6061,2018-03-31,0.30968336351214276,1816.861,1396.451,-4.9168,-2546.902,3054.562,-4429.061,-3926.289,0.44409519143270404,-1535.359,-940.3918,0.0,-470.8105,67.6099,-403.2007,122.92,0.5857010975992187,0.0,4402.017,4402.017,-54.0879,-54.0879,-4.9171,-9.8336,0.7397733051182906,0.595158580711165,0,-4.9171,2018-03-31,0.9602562123784535,0.5454,0.7224649859943977,0.6243432360041328,7.2464,0.3279874515829572,,8.1614,0.1503980841342968,0.1514,0.7642045454545454,0.7673,0.5128809563163386,0.6710402319681044,4.4478,0.6919247161769698,1.6,0.6854310988424295,0.9342,0.46351001607588727
2017-12-31,0.4575322598418634,0.7906259159203367,0.5142998280773666,,0.042430272237524845,0.4902028893250061,0.11553030068635173,0.3744079415014533,0.6803421761056858,0.4374243981254511,0.7409999871533159,0.8427953754920174,0.5182394463634767,0.719334554841969,0.0770697504516375,0.6156573927813931,0.6534580064227608,0.3943332268131243,0.5734404590267919,,0.608301884308049,0.6166249282130839,0.6929072212685156,2017-12-31,0.8964283859885965,40496.33,0.5222475608328915,0.6881136472309212,5499.36,118.6967,0.7405398046075649,0.3591741467669577,0.271066759461041,3897.013,117.5215,0.7271713215227256,,3779.492,,0.346015876769906,0.37004895098453555,0.3552715779730462,-534.9,-534.9,-6.8868,-6.8868,2017-12-31,0.3047357677572953,1783.977,1358.549,-1063.7002,1534.6,-3230.095,-7309.837,-10158.559,0.0,-2808.764,-1038.89,0.0,-678.0995,-55.2351,-733.3342,-100.0858,0.39510682337862485,3968.71,882.5865,4851.29,56.4103,56.4103,0.0,0.45,0.7697471150795739,0.0,0,0.0,2017-12-31,0.9414261460101868,0.546,0.7286647992530345,0.5968534088071256,7.3441,0.3303932214908879,,7.6032,0.1678985049609795,0.1708,0.9059794372294372,0.8477,0.4642461417910904,0.7993657122145705,6.2539,0.8291027043337231,2.2405,0.6677227575153288,-6.0141,0.0
2017-09-30,0.7418418769104016,0.7673744700095355,0.6369097588874103,,0.047215643995950136,0.5817167584008134,0.11245658167694172,0.3883111993187369,0.6357873595681918,0.4635438454004386,0.7586523534581644,0.8436865186857814,0.5443612369058577,0.7648610852158269,0.07593905772289428,0.7217576206316243,0.67519083629497,0.3943332268131243,0.5497188497354364,,0.7325809981707683,0.5645313963625044,0.694648032904796,2017-09-30,0.8058297115736798,38049.16,0.4694571109327921,0.8394270058645538,4678.869,472.4365,0.5588570202653642,0.36540770058577837,0.23796121298836118,3888.787,1259.831,0.5848423178824087,,2628.956,,0.2779298170472445,0.3674104474971639,0.3624570037078521,1067.662,1067.662,2.3622,2.3622,2017-09-30,0.3331860020622186,1834.765,1379.249,-959.0175,-1432.546,1772.286,-2955.491,-3569.297,0.4868642759184862,-1770.915,-1079.959,0.0,-729.363,-308.7827,-1038.1461,-0.6739,0.47351445793588565,14885.27,-6748.237,8137.033,12.8033,12.8033,-261.048,-11.753,0.925042540599452,0.7926233461182715,0,-261.048,2017-09-30,0.9965272418583114,0.5558,0.7375910364145658,0.5868348504806067,8.1016,0.3490459410943421,,8.1212,0.14507000048947216,0.1594,0.8085091991341992,0.8453,0.46558198677535323,0.675271837622327,4.5245,0.6841172255120129,1.5842,0.6428315366998878,1.6109,0.48909461970835366
2017-06-30,0.4338832709352758,0.6912943968552684,0.5057055465284995,,0.03953400936455353,0.41741401616343143,0.0546457636612554,0.3065101802391459,0.5182351434469681,0.39585636084453235,0.6724964833001739,0.761921251925591,0.41336108123066095,0.6327035350619654,0.04230361409478489,0.577281767613421,0.5234597947100953,0.2181230629503852,0.44176917791115844,,0.777234122091278,0.4373677747506778,0.5349229417906164,2017-06-30,0.7303084097329323,35713.75,0.44543102842720783,0.6150022159811457,4560.185,235.4292,0.5046145785200344,0.3596413170433487,0.2691439135768149,4016.598,1253.056,0.6014916305618375,,2763.543,,0.2877359431086823,0.35624562438712887,0.3577021361498144,1069.8,1069.8,2.5083,2.5083,2017-06-30,0.31772601622949304,1571.989,1199.9605,185.9802,-445.421,498.759,-4374.62,-4144.276,0.41994760437179346,-1474.419,-990.9721,0.0,-184.861,-327.2304,-512.091,-0.8373,0.5637075216772308,0.0,7109.3952,7109.3952,60.1472,60.1472,-3825.175,0.0,0.6743700574777428,0.43512840996170804,0,-3825.175,2017-06-30,0.9595616607501158,0.5502,0.7355368814192342,0.6076162588568266,8.3879,0.356095807262618,,8.8586,0.15298631746209873,0.1671,0.8361066017316018,0.8707,0.45199572179792924,0.7272743747734687,5.2616,0.7382793346660129,1.862,0.6217937684793059,0.5569,0.4452450717714259
2017-03-31,0.3677185534920333,0.6795619961194818,0.485364374688659,,0.03595833151221294,0.38551209381904705,0.033938630073783616,0.2928856796327185,0.44466524517362416,0.36709087044082245,0.6467507061361961,0.7416414953118791,0.4305305777878212,0.5883459739759258,0.059388374119289156,0.5363283298377937,0.5045224484873897,0.13651048969225865,0.3714777841166962,,0.7840727034667754,0.35603372338090067,0.4953072699871016,2017-03-31,0.6195548358034272,32678.63,0.38384224908606235,0.6073555454337557,4221.238,531.6164,0.3733827315334346,0.3424957686089649,0.3558952486299546,3932.257,1106.913,0.6091368278907132,,2825.344,,0.28981813183423116,0.3213608376569722,0.3255430027806239,1069.8,1069.8,2.5462,2.5462,2017-03-31,0.3065824908415696,1479.79,429.3415,37.2995,-1301.22,2414.876,-2407.722,-1282.698,0.5143164411456598,-917.278,-902.3629,0.0,2223.414,-116.1246,2107.289,76.7304,0.8944837715289192,0.0,-361.1582,-361.1582,-44.7453,-44.7453,0.0,0.0,0.48981537887447685,0.5728276858678236,0,0.0,2017-03-31,0.9222102176261769,0.5562,0.749206349206349,0.5785007418433952,7.9985,0.34650720130408985,,9.5666,0.16131211968907772,0.1557,0.775974025974026,0.8006,0.4915511630815298,0.7630935121420805,5.7739,0.7575906159242636,2.0128,0.5993001296908796,2.0315,0.5590019268262093
2016-12-31,0.37936096858321333,0.7131357398912234,0.47068504023322644,,0.04062342316430672,0.40956557863091914,0.05529080406538822,0.30137038522803783,,0.3917222893839232,0.6623348202464505,0.0,0.4436905797998074,0.5859491314284886,0.07199335940109536,0.5442478951987917,,,0.41391260920204365,,,,,2016-12-31,0.7018775145911188,35139.23,0.4157879638977644,0.6613612266613242,4693.951,507.71,0.5140417684335601,0.3294349654117434,0.28573204846821243,3765.796,1293.372,0.5654782618269475,,2472.424,,0.27125570843264374,0.3375936180882732,0.33760957179988516,-534.9,-534.9,-4.5055,-4.5055,2016-12-31,0.29786065773038584,1546.666,1285.526,-95.861,2332.121,-2798.2318,-3252.483,-3830.798,0.4032872852282599,-2210.163,-905.584,-4090.82,2662.956,-4114.356,-1451.4,-17.0784,0.0,17102.99,-12414.8014,4688.19,39.2271,39.2271,0.0,-109.5158,0.7544978836350946,0.1823812368626058,0,0.0,2016-12-31,0.9324741472449452,0.5435,0.7433053221288515,0.5720812257309482,7.5754,0.3360887647836654,,8.1949,0.14476437884190885,0.1687,0.8673566017316018,0.8499,0.4630204876205868,0.6901776005799203,4.6901,0.6964885150680798,1.7031,0.6059710426467025,0.2965,0.39120272720017324
2016-09-30,0.4920977161876452,0.6754926573857827,0.5718474259476906,,0.04224573203791752,0.4396209328055174,0.032838893114626844,0.321804526271093,0.3531468768712225,0.27342655481335976,0.6024270901155249,0.7369321700446133,0.43405244925742337,0.5455175450222276,0.04082966266837801,0.5278858859595499,0.5011987006482369,0.2553549340007919,0.33288537635858917,,0.7587387416672855,0.3342860516311027,0.4861077964550645,2016-09-30,0.6686901743075621,33251.22,0.4634893802180037,0.5554506757561266,4311.108,430.3767,0.42405026734437934,0.4006714449717648,0.21997515547269725,4438.259,1383.033,0.6375747698715319,,3055.226,,0.30065638263101346,0.40455561478836954,0.40186981658887455,1069.8,1069.8,2.7235,2.7235,2016-09-30,0.33231684187142146,1582.814,1287.537,-572.1282,-1010.119,575.3,-3177.43,-4189.324,0.4379068977169075,-1365.257,-854.644,0.0,-4604.6931,4016.1995,-588.4936,46.7478,0.5851743505143132,0.0,2114.51,2114.51,0.0226,0.0226,9.816,-4.464,0.6232592203649078,0.44284880963182915,0,9.816,2016-09-30,0.0,0.0,0.0,0.6794746867364276,10.4283,0.40633872353837786,,10.2599,0.16245700703287938,0.0,0.0,0.0,0.0,0.3521384559623052,0.0,0.3540527288499981,0.0,0.0,0.8375,0.46706153302397696
2016-06-30,0.47578561715227097,0.6708929966327287,0.5404610227754706,,0.035966696916847084,0.4211144718558857,0.03324680815146919,0.3147729592016272,0.33230029125340743,0.2680954424321511,0.5985232321413037,0.730245927997989,0.45291959652212954,0.5335214766127521,0.046165452113634986,0.5104695126320349,0.49876841130882765,0.2877437032030983,0.29553896095611143,,0.7483597917996687,0.29731398771369333,0.4730464971720726,2016-06-30,0.6842421529320465,34855.46,0.3924918416111399,0.5343882238320503,4258.216,-205.618,0.5397303452373095,0.3001678206899658,0.37156852948781005,3568.539,813.4832,0.600441731859063,,2755.056,,0.2901168645405689,0.29689972067112097,0.2991808860475741,1069.8,1069.8,2.5506,2.5506,2016-06-30,0.2897746753682234,1537.686,695.634,-174.9568,-752.817,1144.483,-1927.074,-1709.89,0.47991785046926305,-1423.431,-846.679,0.0,1643.2051,-151.2434,1491.9616,-25.1118,0.7789334613438592,0.0,4599.334,4599.334,32.923,32.923,-3905.6391,0.0,0.5384768537530753,0.5293510779424019,0,-3905.6391,2016-06-30,0.0,0.0,0.0,0.5474314590566102,6.6035,0.3121566483709958,,8.2246,0.15728531571551874,0.0,0.0,0.0,0.0,0.3521384559623052,0.0,0.3540527288499981,0.0,0.0,1.4938,0.5013852626298326
