Quaterly Data,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity,Quaterly Data.1,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,Selling General Administrative Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share,Quaterly Data.2,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid,Quaterly Data ,Current Ratio,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,Inventory Turnover Ratio,Receiveable Turnover,Days Sales In Receivables,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Book Value Per Share,Operating Cash Flow Per Share,Free Cash Flow Per Share
2018-06-30,0.2050038491147037,0.9325218096977074,0.5942189227610173,0.0,0.6298497029010834,0.26803668102972034,0.8205978027373717,0.9719665054350654,0.0,0.32573590477069303,0.9305780357574743,0.8941440174066362,0.9246820957812673,0.2883846869036162,0.4995337657224559,0.3406315128969366,0.7933787302712816,0.9444444444444444,0.7614236895669548,0.8897606458582068,0.0,0.813315104686708,0.8941440174066362,2018-06-30,0.7641402493843569,33194,0.5043529411764706,0.0,5140,0,0.37008177008177007,0.43306863301191156,0.37996171027440967,1349,280,0.25028387019661746,,1069,,0.24968609865470853,0.43306863301191156,0.43306863301191156,3977,3999,0.27,0.27,2018-06-30,0.1336790673752786,0,0,0,0,0,0,0,0,0.49753532697995406,-1909,0,0,0,2858,2858,-3427,0.47918866351764383,-1757,-826,-2583,0,0,-598,-25,0.5077638775381907,0.37704168300013063,0.0,-598,2018-06-30,0.008886306543397615,0.7365,0.8177159712530436,0.38282350467780923,1.5057,0.42531862401827175,,3.4661,0.2392006980873789,0.1508,0.2319290250642363,0.7579,0.9743119812709748,0.4979631615240813,2.9313,0.1857708401475249,0.7722,0.8497887156932497,1.2428,0.4499444916084373
2018-03-31,0.3433795227097767,1.0000000000000002,0.5788974885484126,0.0,0.6564138413142258,0.41975104040069255,0.8536181182102742,0.9247412492848598,0.0,0.34843591399833906,0.9390615988539749,0.9799673625569751,0.986084423611196,0.34371278973037334,0.5148262500259019,0.38732268112856616,0.9056566866755504,0.9444444444444444,0.7527590521185412,0.9201773835920177,0.0,0.8128081844575186,0.9799673625569751,2018-03-31,0.8829300707501074,35753,0.5608235294117647,0.0,5085,0,0.3647907647907648,0.471001134429949,0.38219527760051053,1919,174,0.2906830813362816,,1745,,0.289745889387145,0.471001134429949,0.471001134429949,3974,3997,0.44,0.43,2018-03-31,0.1336790673752786,0,0,0,0,0,0,0,0,0.377752218205718,-1779,0,0,0,-1827,-1827,-2938,0.25323701028063356,4593,-909,3684,-89,-89,-1113,-68,0.6844156660589678,0.4172220044427022,0.0,-1113,2018-03-31,0.012560452518071669,0.743,0.8184762774620633,0.3869441816461684,2.6717,0.45672315532045554,,4.5735,0.26764491110166405,0.157,0.29211712803606926,0.7674,0.9602142766529171,0.5072201140788986,4.7892,0.21270428476365566,1.2307,0.8494707112519673,0.8792,0.3416704760660877
2017-12-31,0.29934565050038486,0.10568066544938122,0.4845206128573685,0.0,0.6796574624257252,0.3007402496961664,0.8050696618179585,0.9130909658293026,0.0,0.30764971855679624,0.9179364104853863,0.8980548834243056,0.9214877550271091,0.299916812109547,0.5120495658840838,0.3578983932052979,0.8090272259373819,0.9444444444444444,0.7411252824410375,0.9036898061288305,0.0,0.8000583726324522,0.8980548834243056,2017-12-31,0.8581870773560568,35004,0.5744705882352942,0.0,7673,0,0.4003848003848004,0.4529920589903574,0.39540523292916396,1872,-652,0.3372377935815455,,2524,,0.33662182361733933,0.4529920589903574,0.4529920589903574,3975,3998,0.63,0.63,2017-12-31,0.4661409223384194,8572,-284,8288,-3133,-970,6089,65,2051,0.34760105159382193,-2113,0,0,0,-72,-72,-4650,0.23706585162545157,5852,-670,5182,0,0,-596,-27,0.7518388131011505,0.5099307461126356,246.0,-596,2017-12-31,0.01266298682434161,0.7425,0.8184157482298889,0.41360769473352255,2.098,0.4412713717800929,,4.5298,0.3075225424049436,0.1599,0.3507781063654434,3.899,0.054869469613387095,0.5186773305059411,7.0887,0.24917947734680757,1.8254,0.8382489274087489,0.7853,0.2839417488408542
2017-09-30,0.26678214010777523,0.09914790018259283,0.4913915653135366,0.0,0.623907724571828,0.22581298567377472,0.7702694408641746,0.951474488999844,0.0,0.20955984128448835,0.888597421443322,0.8303134319959484,0.9184525193679857,0.2227967442543266,0.5142874904162954,0.3059969074244224,0.7493673362103748,0.9444444444444444,0.6944221396425838,0.9150605492068906,0.0,0.7640670363600055,0.8303134319959484,2017-09-30,0.6676308486104053,30275,0.5572941176470588,0.0,5178,0,0.3737373737373737,0.46228020419739085,0.3805360561582642,1770,191,0.28076256499133445,,1579,,0.2799402092675635,0.46228020419739085,0.46228020419739085,3972,3996,0.4,0.39,2017-09-30,0.1336790673752786,0,0,0,0,0,0,0,0,0.49967137693066055,-1672,0,0,0,2428,2428,-4419,0.41333703806612954,-1336,1827,491,0,0,-596,-22,0.604545168793613,0.5403109891545799,0.0,-596,2017-09-30,0.005844455457388459,0.7465,0.8191519411675546,0.5000893514138548,2.7379,0.45850615701188313,,4.8558,0.271208573944987,0.1451,0.24312793910893504,3.5469,0.07689683274965306,0.5070098533556017,4.747,0.20992973393636577,1.2035,0.8087445831446867,1.2508,0.4717233722980475
2017-06-30,0.30635103926097007,0.09675390545749644,0.4778865897962407,0.0,0.5751485494582314,0.24067322211173736,0.7109801755355061,0.9400322463202787,0.0,0.16905047522377048,0.8457051961823966,0.7946373304822465,0.9178038601343826,0.17872347366532382,0.5147226424086698,0.275183201488022,0.7150995757790628,0.9444444444444444,0.6763459132415828,0.9175052589686736,0.0,0.7486904560745942,0.7946373304822465,2017-06-30,0.8006097799319861,33342,0.5967058823529412,0.0,4959,0,0.35266955266955263,0.5015598411798072,0.3768347160178685,2266,211,0.30920934679973705,,2055,,0.3083408071748879,0.5015598411798072,0.5015598411798072,3977,3996,0.51,0.51,2017-06-30,0.1336790673752786,0,0,0,0,0,0,0,0,0.5503614853762735,-1558,0,13467,0,-698,-698,-16421,0.32736871353153657,-827,-586,-1413,-131,-131,-597,-17,0.5407053498459798,0.3462694368221612,0.0,-597,2017-06-30,0.0074166481535280215,0.747,0.819363055318797,0.46824871228844733,3.8943,0.4896521261352496,,5.6859,0.28796511190348817,0.161,0.32021137344257533,3.9229,0.053519188408917034,0.5150949262393425,6.3697,0.23271263097346132,1.6118,0.7954476855744561,1.4059,0.5315744792006792
2017-03-31,0.34022324865280984,0.10742544126597688,0.4338966987837624,0.0,0.5966445298846557,0.23494641476080003,0.6418707420364573,0.9253653716128362,0.0,0.10362646488880689,0.8172034008669605,0.762984637893197,0.8811484940090811,0.2029295186520299,0.5093972108829441,0.28908858660332126,0.6936562465616098,0.9444444444444444,0.6493622901533118,0.9053954175905395,0.0,0.7237899199680486,0.762984637893197,2017-03-31,0.7729742407067194,32700,0.5890588235294117,0.0,2764,-2218,0.35488215488215485,0.49532047646057864,0.38149329929802167,2251,652,0.2819578079244606,,1599,,0.281136023916293,0.49532047646057864,0.49532047646057864,3976,3999,0.4,0.4,2017-03-31,0.1336790673752786,0,0,0,0,0,0,0,0,0.4452842589549787,-1706,0,-13467,0,673,673,10848,0.4139483189774938,1342,658,2000,0,0,-795,-85,0.6437417489155718,0.5744152619887626,0.0,-795,2017-03-31,0.013585795580771387,0.7594,0.8205362397863072,0.4750341637758856,3.7398,0.4854908910699088,,5.7503,0.26620886888283646,0.1604,0.34394240558491307,3.6636,0.06912286501801015,0.5093590934275088,5.2185,0.21294113666354625,1.2555,0.7741144384796154,1.0843,0.4146803369685888
2016-12-31,0.2954965357967667,0.11588557516737676,0.3046122255567841,0.0,0.58860538273331,0.1471660589990056,0.6052906156017921,0.9553752535496957,0.0,0.08175694380363574,0.8044036390020651,0.7053720480933354,0.868628146915197,0.1471610093464042,0.5055015644750201,0.24801111534410514,0.6363314057972789,0.9444444444444444,0.6240032865866184,0.9006197054977543,0.0,0.7014547074455829,0.7053720480933354,2016-12-31,0.7537427197748506,32488,0.5561176470588236,0.0,11688,0,0.9999999999999999,0.0,0.6116145500957243,-1129,-341,0.1393055638558537,,-788,,0.13871449925261586,0.0,0.0,3973,3999,-0.2,-0.19,2016-12-31,0.3308331904680267,8717,3539,12256,-2855,-803,6595,57,2994,0.31892868879395336,-2080,0,0,0,-2047,-2047,-3117,0.21433731592108923,5227,2664,7891,0,0,-596,-5,0.8376815238574213,0.6208022997517313,210.0,-596,2016-12-31,0.006972332826358146,0.7617,0.8211971402644389,0.44797645327446656,-14.2857,0.0,,-2.9208,0.1419159569512783,0.1624,0.4766083288893199,3.4817,0.08145895721770954,0.469906309416093,-2.6998,0.10169969434826254,-0.6433,0.7545005713300131,0.7007,0.25879971266244367
2016-09-30,0.11605080831408765,0.09411645364171232,0.4089401358395199,0.0,0.6207619713386927,0.05608956653040176,0.616645185048794,0.9999999999999999,0.0,0.21601919350373722,0.8226172536324906,0.6773488642544969,0.8552510800788181,0.09251798326455374,0.49010547255434217,0.20087174775340078,0.5715368534298324,0.9444444444444444,0.649754439693003,0.9555972482801751,0.0,0.7369698459269728,0.6773488642544969,2016-09-30,0.6477739123636791,30668,0.45129411764705885,0.0,2657,0,0.13121693121693123,0.5771412365286444,0.2527121888959796,1387,426,0.2438295583577362,,961,,0.24316890881913306,0.5771412365286444,0.5771412365286444,3974,4000,0.24,0.24,2016-09-30,0.1336790673752786,0,0,0,0,0,0,0,0,0.5130627670062439,-1706,0,0,0,1239,1239,-5482,0.28630175048624623,-2533,266,-2267,0,0,-596,-15,0.5180738039856667,0.20671632039722984,0.0,-596,2016-09-30,0.0,0.7406,0.8185304092957152,0.3809208451592557,7.2838,0.5809434287499596,,3.8589,0.2376446466746266,0.153,0.319023609831774,3.5839,0.0743759874832296,0.498559066322809,3.0509,0.1851843497287482,0.7913,0.7863441347045254,1.288,0.4814210148240058
2016-06-30,0.3135873749037721,0.1082978291742747,0.3781393144842837,0.0,0.5335547011534428,0.18962913858505526,0.5971889768612286,0.9909502262443438,0.0,0.19701024268709055,0.7990176926940894,0.7215688481233469,0.8579436278409439,0.17573849641965844,0.4852151930209909,0.25510387020146563,0.6333973128598849,0.9444444444444444,0.6430132023678363,0.9595770083574962,0.0,0.7316702253490837,0.7215688481233469,2016-06-30,0.7862252276902632,32522,0.6498823529411765,0.0,2784,0,0.14343434343434341,0.6878190584231425,0.2480536056158264,2875,903,0.3042490886272635,,1972,,0.30373692077727954,0.6878190584231425,0.6878190584231425,3973,3997,0.5,0.49,2016-06-30,0.1336790673752786,0,0,0,0,0,0,0,0,0.7251068024975355,-1695,0,0,0,1286,1286,-4725,0.33159210891914426,-1722,1055,-667,0,0,-596,-28,0.5679575029861068,0.5248268652815888,0.0,-596,2016-06-30,0.013380726968231421,0.7532,0.8191922939890043,0.5364185850940818,10.5838,0.6698241777184043,,7.2812,0.284970984217774,0.1647,0.3936103165753625,3.6806,0.06803783478324382,0.5148961252237134,6.3298,0.23185545266909535,1.5625,0.7818543431860812,1.9367,0.693854894534056
2016-03-31,0.32036181678214004,0.11892878880097384,0.3734797030484916,0.0,0.0,1.0000000000000002,0.5495611612348861,0.9512664482238519,0.0,0.3641229122450863,0.36741642015962495,0.6991540524825088,0.03382819097506945,0.9251145872412612,0.9106902339459997,1.0000000000000002,0.6229201559959414,0.9444444444444444,0.6173554181994734,0.9555972482801751,0.0,0.7081214765203767,0.6991540524825088,2016-03-31,0.7171559238556854,30517,0.6778823529411765,0.0,2690,0,0.1343915343915344,0.7113584798638685,0.27638800255264834,3651,1196,0.3331142054622602,,2455,,0.3325560538116592,0.7113584798638685,0.7113584798638685,3970,3996,0.62,0.61,2016-03-31,0.1336790673752786,0,0,0,0,0,0,0,0,0.42992113046335856,-1511,0,0,0,-2552,-2552,-2912,0.2292859127535427,6192,-121,6071,-145,-145,-1588,-59,0.7430376563776955,0.5574284594276754,0.0,-1588,2016-03-31,1.0000000000000002,0.8264,0.8205160633755824,0.6130085146641437,11.9598,0.7068847566822163,,9.6797,0.31571978056623995,0.159,0.3486934600281185,3.3521,0.091063733272851,0.5246528206824804,8.288,0.255743658572347,1.4389,0.7615290084729318,1.0383,0.4154966368445112
2015-12-31,0.15496535796766753,0.11466828971393793,0.2588848523140104,0.0,0.5090877315623907,0.03900121533532208,0.4881237341189466,0.860924741249285,0.0,0.0023069115068746204,0.7378746441926661,0.5832067225629773,0.7713904561420687,0.09134356598757076,0.48606477548229343,0.19701723326535658,0.4835629668569752,0.9444444444444444,0.6012212657093239,0.9436011143328216,0.0,0.69331326134042,0.5832067225629773,2015-12-31,0.8161669858890671,34435,0.5149411764705882,0.0,2368,0,0.09639249639249639,0.6411656267725468,0.22756860242501592,1896,32,0.29779477678838223,,1864,,0.29763826606875937,0.6411656267725468,0.6411656267725468,3969,4002,0.48,0.46,2015-12-31,0.44959711983541917,7966,-1506,6460,-3563,-1155,7758,-645,2395,0.26552744002628986,-1838,0,0,0,-3894,-3894,-3766,0.08908030008335655,6992,802,7794,0,0,-595,-70,0.8326208587414347,0.422906049915066,199.0,-595,2015-12-31,0.014594049592426134,0.7582,0.8199058499780519,0.369005571323452,8.7476,0.6203687743075382,,4.7104,0.27788637366794877,0.179,0.5949241285693511,3.6453,0.07031361121896273,0.5157665647583098,6.5045,0.2325208937211689,1.5725,0.7484908263803549,0.5341,0.22471102984392347
2015-09-30,0.02682832948421865,0.16195982958003652,0.3518401516348128,0.0,0.0,0.7265311383640849,0.48652795679125993,0.865865709679097,0.0,0.25412937159730553,0.33945414969023835,0.5316808283157954,0.037671190962830614,0.687458202162885,0.8809341262769639,0.8203392869148198,0.43073706859664784,0.9444444444444444,0.8453810386360665,0.13713116152140548,0.0,0.6752945513755972,0.5316808283157954,2015-09-30,0.733807606613767,31213,0.6461176470588236,0.0,2386,0,0.10514670514670515,0.7137691435053886,0.25124441608168474,3291,1099,0.31739676089165125,,2192,,0.3170104633781764,0.7137691435053886,0.7137691435053886,3969,3999,0.55,0.55,2015-09-30,0.1336790673752786,0,0,0,0,0,0,0,0,0.6193723299375616,-1825,0,0,0,1441,1441,-7330,0.18821894970825237,3385,668,4053,-38,-38,-595,-24,0.7152825799962281,0.5668365346922775,0.0,-595,2015-09-30,0.8698156091392245,0.8214,0.819728199142158,0.5645958162514454,11.9154,0.7056889066051864,,8.6278,0.3003769102310889,0.1738,0.3883259805109809,2.8523,0.13627749095647962,0.5230957951841326,7.9755,0.2517171762742068,1.4242,0.7400664036392643,1.618,0.5786260040488475
2015-06-30,0.005850654349499607,0.14761614932034894,0.34725951666403415,0.0,0.0,0.6584539461569625,0.524151476094028,0.8245176054506683,0.0,0.2015317892405648,0.34234711912336513,0.4999249713953444,0.031037732385230166,0.6401715954132481,0.9044737769120785,0.8011227393944829,0.4031443695979069,0.9444444444444444,0.8208436817239642,0.14747853772244013,0.0,0.6579517350496935,0.4999249713953444,2015-06-30,0.6993706758394246,30326,0.6468235294117647,0.0,2544,0,0.12034632034632034,0.7029920589903574,0.2606253988513082,3286,1125,0.3155441343453057,,2161,,0.31509715994020926,0.7029920589903574,0.7029920589903574,3974,4007,0.54,0.54,2015-06-30,0.1336790673752786,0,0,0,0,0,0,0,0,0.5170883996056523,-1733,0,0,0,2324,2324,-4581,0.3951653237010281,187,-312,-125,-91,-91,-597,-30,0.5820393537436349,0.48451587612700897,0.0,-597,2015-06-30,0.8674060529418802,0.8242,0.8201568248431652,0.588021654577946,11.7892,0.7022898912961506,,8.8184,0.30139393729824726,0.1725,0.37043680612789076,2.942,0.12703599340332372,0.5242123693095078,8.1996,0.2518750775408006,1.4418,0.7248237500808485,1.2993,0.48318422255599824
2015-03-31,0.07505773672055427,0.15449381213227836,0.3536566103301217,0.0,0.0,0.6320111958163002,0.454305529982201,0.7165964529047694,0.0,0.2509919719479561,0.321556808245428,0.4654962204340405,0.03742641389354645,0.6279380821113412,0.862927122402039,0.7696143244515161,0.37514823282027465,0.9444444444444444,0.7967918432895744,0.13917789527545632,0.0,0.6367378915190709,0.4654962204340405,2015-03-31,0.5679161943478092,28472,0.46929411764705886,0.0,3465,-73,0.21596921596921598,0.5255246738513897,0.3241863433312061,1779,625,0.25536365266240363,,1154,,0.25488789237668164,0.5255246738513897,0.5255246738513897,3963,4001,0.29,0.29,2015-03-31,0.1336790673752786,0,0,0,0,0,0,0,0,0.2872987183700296,-1800,0,0,0,-384,-384,-2776,0.34126146151708814,4938,488,5426,0,0,-593,-249,0.7526246306657447,0.5552071083235333,0.0,-593,2015-03-31,0.8315532238494797,0.831,0.8212847354134392,0.45113003258698625,5.5752,0.53492474763254,,5.2478,0.25267020456482425,0.1596,0.3165996024627915,2.6067,0.1648525166166278,0.5063810641783489,4.6208,0.20034287132174639,0.781,0.7053823599163487,0.6031,0.24995102200744468
2014-12-31,0.0,0.12818015824710893,0.22342441952298214,0.0,0.0,0.5776525614112622,0.48585282022954646,0.6662505851146824,0.0,0.11829842207252927,0.3140499711633272,0.43024215482152584,0.008897646468478848,0.5691356615068426,0.9124101203920512,0.75931694417677,0.3354157242930669,0.8888888888888891,0.5080017179884596,1.0,0.0,0.6289190310143014,0.43024215482152584,2014-12-31,0.6449204549896416,32560,0.22011764705882353,0.0,1510,0,0.0,0.5345292115711855,0.0006381620931716347,-3164,-1257,0.07243172174744517,,-1907,,0.07210762331838566,0.5345292115711855,0.5345292115711855,3912,3958,-0.49,-0.46,2014-12-31,0.18639636550660038,7423,4424,11847,-2896,-936,5729,-467,1430,0.2671705553729872,-2154,0,0,0,205,205,-3581,0.3095859961100306,2581,-1078,1503,0,0,-482,-11,0.6402841516313573,0.2825035933620802,180.0,-482,2014-12-31,0.9261923885366646,0.8297,0.8210627948954664,0.09456533165142433,5.6231,0.5362148651705972,,-8.8207,0.07551832784477727,0.1719,0.5944150870218646,3.0637,0.11535341808550309,0.4445205656910303,-7.7948,0.035956374135772545,-1.3277,0.7001595412112196,0.5881,0.20861359629073337
2014-09-30,0.10827559661277908,0.11671738689389329,0.3360448586321277,0.0,0.0,0.6226752108422644,0.4810654882464862,0.6422738856815936,0.0,0.12069761003967894,0.29335268181057095,0.43230544144955263,0.022605162348391217,0.5694945112303653,0.8580161213452413,0.7301839858369004,0.31732215117913865,0.8888888888888891,0.7998543444566861,0.2665870714651202,0.0,0.655033103427088,0.43230544144955263,2014-09-30,0.6077864206699762,30197,0.38635294117647057,0.0,3484,-74,0.21789321789321786,0.4741208167895633,0.3220804084237396,1021,188,0.2361800035857288,,833,,0.2358744394618834,0.4741208167895633,0.4741208167895633,3861,4010,0.22,0.21,2014-09-30,0.1336790673752786,0,0,0,0,0,0,0,0,0.5301511666118962,-1881,0,0,0,3436,3436,-5464,0.3996665740483468,1773,396,2169,-1102,-1102,-483,27,0.6277425033004338,0.5640925127401019,0.0,-483,2014-09-30,0.8864090777039152,0.82,0.8195092112696571,0.32043519394512776,3.3362,0.4746205061354651,,2.9238,0.23212625780822532,0.1672,0.3789693120667088,3.1338,0.1090392917414687,0.49922024163042744,3.1836,0.1840452048768934,0.5731,0.7332320031045858,1.3721,0.48945340560308237
2014-06-30,0.1739414934565049,0.15141002231689998,0.341494234718054,0.0,0.0,0.6895002393842302,0.4347879457435708,0.6064908722109533,0.0,0.08738580788040973,0.27922271213558814,0.45209423592744735,0.03370580244042737,0.5615671946107297,0.879504341159162,0.7364699818479261,0.3352690196461976,0.8888888888888891,0.7932811712199586,0.26988458695775774,0.0,0.6648950060676815,0.45209423592744735,2014-06-30,0.7051557675018568,31247,0.5558823529411765,0.0,3476,-104,0.22000962000962,0.5747305728871243,0.301531589023612,2118,803,0.2649853582740692,,1315,,0.26433482810164427,0.5747305728871243,0.5747305728871243,3940,4088,0.33,0.32,2014-06-30,0.1336790673752786,0,0,0,0,0,0,0,0,0.4792967466316136,-1912,0,0,0,-560,-560,-3551,0.282189497082523,3344,-2165,1179,-862,-862,-494,-9,0.6026906393411706,0.3578335293349013,0.0,-494,2014-06-30,0.8699352324965396,0.8158,0.8188832504296099,0.4755492483969306,6.9071,0.5707975565874102,,5.6614,0.2547673143773048,0.1773,0.40034905706113355,2.9107,0.13019690079229312,0.5077990784402042,4.9054,0.20936580084138817,0.9037,0.7393172067352263,1.1627,0.4266636191471299
2014-03-31,0.2070438799076213,0.13588963278555488,0.3027167903964619,0.0,0.0,0.6407210989577579,0.382802430491622,0.5326884069277579,0.0,0.1348159084617514,0.2679298989786236,0.4158647984544108,0.03550491389966587,0.5337889637398667,0.831782672662094,0.6915379961006658,0.28804234874139634,0.8888888888888891,0.7780246867472129,0.2651657285803628,0.0,0.6648950060676815,0.4158647984544108,2014-03-31,0.6451549857327131,31021,0.40188235294117647,0.0,3372,-39,0.20375180375180374,0.4939024390243903,0.31946394384173576,1259,270,0.24550289846411283,,989,,0.24508221225710017,0.4939024390243903,0.4939024390243903,3946,4094,0.25,0.24,2014-03-31,0.1336790673752786,0,0,0,0,0,0,0,0,0.27144265527440026,-1516,0,0,0,-1511,-1511,-2635,0.3022506251736594,3486,-1023,2463,0,0,-493,18,0.6710253347582825,0.35293349013458775,0.0,-493,2014-03-31,0.8424731274672318,0.8136,0.8185707621171648,0.32082939135919264,4.025,0.4931723424656059,,3.5093,0.23956072566915296,0.1732,0.4389150143016436,2.9679,0.12446805647923548,0.5017398825728738,3.6893,0.19292151179184103,0.6877,0.7322510402518164,0.5423,0.2560895970743813
2013-12-31,0.20854503464203233,0.09003854737269222,0.21063023219080718,0.0,0.0,0.572975361838471,0.3317989320567114,0.5148489103864357,0.0,0.0993817477161576,0.25654406429647825,0.36988164237615595,0.002729264322518271,0.49601187466357843,0.8472202076296649,0.6740246061448134,0.23619448146020017,0.8888888888888891,0.7687624880954604,0.26289157996475065,0.0,0.6547258790457611,0.36988164237615595,2013-12-31,0.7113708321932534,27631,1.0,0.0,1288,-69,0.006156806156806166,1.0,0.31569878749202296,8338,511,0.6541564572999462,,7827,,0.6545291479820629,1.0,1.0,3935,4087,2.0,1.93,2013-12-31,0.6456797531287503,6544,-6222,322,-1913,-437,1232,-706,-1824,0.11493591850147881,-1938,0,0,0,804,804,-3277,0.3717699360933593,3932,300,4232,-49,-49,-395,3,0.7276984975168166,0.4313994511956095,159.0,-395,2013-12-31,0.9529880205752176,0.8144,0.8186785336768899,1.0,22.8427,1.0,,22.1932,0.6077855456045107,0.1858,0.46048867988558706,3.8228,0.059297046488115596,0.6325180664782625,29.9369,0.5756854606769453,5.5576,0.7241338421404394,0.0825,0.07124665317050871
2013-09-30,0.24988452655889137,0.12787583688374926,0.2967935555204549,0.0,0.0,0.5723676941774392,0.28392561222610935,0.5544806782129298,0.36595744680851067,0.02592968533727047,0.24654425033952854,0.35949018063136573,0.6078426572998641,0.42968992121617444,0.0,0.17075275082356645,0.2915388094917908,0.8888888888888891,0.7244682638979665,0.07646824719995449,0.0,0.5681654096069064,0.35949018063136573,2013-09-30,0.641207051557675,30030,0.5065882352941177,0.0,3235,-46,0.19124579124579122,0.5662223482699944,0.3074664964901085,2091,818,0.26247534811450424,,1273,,0.2620029895366218,0.5662223482699944,0.5662223482699944,3942,4096,0.32,0.31,2013-09-30,0.1336790673752786,0,0,0,0,0,0,0,0,0.40453499835688467,-1582,0,0,0,496,496,-3171,0.38032786885245906,1073,961,2034,-77,-77,-394,104,0.660935437228893,0.5407683261466092,0.0,-394,2013-09-30,0.12760394415298118,0.8436,0.8236340569939312,0.4535950804162726,6.8875,0.5702696588056583,,5.8449,0.25581078414820935,0.1779,0.41884423328646936,3.0595,0.11574072294344001,0.5142827817394042,6.2329,0.21045983104564475,0.9708,0.6470527995170645,0.933,0.37915496636844515
2013-06-30,0.2138568129330254,0.12097788598092919,0.24885484125730534,0.0,0.0,0.5116561705888854,0.22420671453998642,0.4842149061215998,0.34893617021276596,0.019193503737196638,0.2319956838012316,0.3139009247275524,0.5975008261226088,0.3845890355098114,0.0,0.1401855545346571,0.24785750088634084,0.8888888888888891,0.7080726783813561,0.057820228551935804,0.0,0.548380159449454,0.3139009247275524,2013-06-30,0.7251690575772974,32524,0.4658823529411765,0.0,3203,-53,0.1888407888407888,0.543462847419172,0.3105934907466496,1819,585,0.26014462439490826,,1234,,0.25967115097159943,0.543462847419172,0.543462847419172,3933,4084,0.31,0.3,2013-06-30,0.1336790673752786,0,0,0,0,0,0,0,0,0.5883996056523169,-1594,0,0,0,-2854,-2854,-2764,0.21611558766323985,3891,-2760,1131,-77,-77,-393,47,0.6307914754510593,0.420031360250882,0.0,-393,2013-06-30,0.12338294854486734,0.8487,0.8247043909775027,0.35783138862609065,5.6509,0.5369636181467556,,4.7966,0.24962115741748353,0.1933,0.5539341639598586,3.3404,0.09197289058205288,0.5153440503190782,6.4472,0.20998612724586357,0.971,0.6297889312894811,1.4881,0.5587409390713773
2013-03-31,0.12282525019245583,0.12160681679853926,0.26709840467540674,0.0,0.0,0.46959820277685727,0.22003314306757504,0.3532532376345764,0.3574468085106383,0.0723447448555874,0.22347491209465875,0.28388948286534244,0.58435629750205,0.3764170486241376,0.0,0.13411245321919196,0.22810127510788925,0.8888888888888891,0.6923866967937107,0.018250042640286512,0.0,0.5240479884483633,0.28388948286534244,2013-03-31,0.636281905953172,30005,0.4947058823529412,0.0,3124,-40,0.17999037999037998,0.567356778218945,0.30848755583918314,2123,511,0.28273471583099263,,1612,,0.28227204783258597,0.567356778218945,0.567356778218945,3923,4072,0.41,0.4,2013-03-31,0.1336790673752786,0,0,0,0,0,0,0,0,0.10639171869865266,-1483,0,0,0,-192,-192,-2176,0.40288969158099475,3694,-1428,2266,-10,-10,-392,103,0.6703652480040234,0.32980530510910755,0.0,-392,2013-03-31,0.1227164755541125,0.8589,0.8270443625140004,0.4416850625459897,6.9567,0.5721334611779663,,5.9553,0.275408895732351,0.1847,0.4550589033790664,3.1315,0.10924207418569876,0.5288949055122191,9.1831,0.2332540067446398,1.2897,0.6086712804260181,0.0518,0.09792333311565336
